EventType: TYPE_WINDOW_CONTENT_CHANGED; EventTime: 95425600; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.FrameLayout; Text: []; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: -1; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; SyscTime: 1449731631333
EventType: TYPE_VIEW_TEXT_CHANGED; EventTime: 95438143; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.EditText; Text: [13]; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: 1; FromIndex: 1; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: 1; RemovedCount: 0; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(60, 280 - 720, 400); SyscTime: 1449731643884
EventType: TYPE_VIEW_TEXT_SELECTION_CHANGED; EventTime: 95438145; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.EditText; Text: [13]; ContentDescription: null; ItemCount: 2; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: 2; ToIndex: 2; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(60, 280 - 720, 400); SyscTime: 1449731643896
EventType: TYPE_VIEW_TEXT_CHANGED; EventTime: 95438728; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.EditText; Text: [130]; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: 13; FromIndex: 2; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: 1; RemovedCount: 0; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(60, 280 - 720, 400); SyscTime: 1449731644463
EventType: TYPE_VIEW_TEXT_SELECTION_CHANGED; EventTime: 95438730; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.EditText; Text: [130]; ContentDescription: null; ItemCount: 3; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: 3; ToIndex: 3; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(60, 280 - 720, 400); SyscTime: 1449731644470
EventType: TYPE_VIEW_TEXT_CHANGED; EventTime: 95438946; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.EditText; Text: [1305]; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: 130; FromIndex: 3; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: 1; RemovedCount: 0; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(60, 280 - 720, 400); SyscTime: 1449731644683
EventType: TYPE_VIEW_TEXT_SELECTION_CHANGED; EventTime: 95438948; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.EditText; Text: [1305]; ContentDescription: null; ItemCount: 4; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: 4; ToIndex: 4; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(60, 280 - 720, 400); SyscTime: 1449731644691
EventType: TYPE_VIEW_TEXT_CHANGED; EventTime: 95439139; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.EditText; Text: [13057]; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: 1305; FromIndex: 4; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: 1; RemovedCount: 0; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(60, 280 - 720, 400); SyscTime: 1449731644874
EventType: TYPE_VIEW_TEXT_SELECTION_CHANGED; EventTime: 95439140; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.EditText; Text: [13057]; ContentDescription: null; ItemCount: 5; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: 5; ToIndex: 5; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(60, 280 - 720, 400); SyscTime: 1449731644901
EventType: TYPE_VIEW_TEXT_CHANGED; EventTime: 95439341; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.EditText; Text: [130575]; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: 13057; FromIndex: 5; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: 1; RemovedCount: 0; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(60, 280 - 720, 400); SyscTime: 1449731645076
EventType: TYPE_VIEW_TEXT_SELECTION_CHANGED; EventTime: 95439343; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.EditText; Text: [130575]; ContentDescription: null; ItemCount: 6; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: 6; ToIndex: 6; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(60, 280 - 720, 400); SyscTime: 1449731645083
EventType: TYPE_VIEW_TEXT_CHANGED; EventTime: 95439525; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.EditText; Text: [1305755]; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: 130575; FromIndex: 6; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: 1; RemovedCount: 0; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(60, 280 - 720, 400); SyscTime: 1449731645262
EventType: TYPE_VIEW_TEXT_SELECTION_CHANGED; EventTime: 95439527; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.EditText; Text: [1305755]; ContentDescription: null; ItemCount: 7; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: 7; ToIndex: 7; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(60, 280 - 720, 400); SyscTime: 1449731645270
EventType: TYPE_VIEW_TEXT_CHANGED; EventTime: 95439771; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.EditText; Text: [13057550]; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: 1305755; FromIndex: 7; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: 1; RemovedCount: 0; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(60, 280 - 720, 400); SyscTime: 1449731645507
EventType: TYPE_VIEW_TEXT_SELECTION_CHANGED; EventTime: 95439773; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.EditText; Text: [13057550]; ContentDescription: null; ItemCount: 8; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: 8; ToIndex: 8; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(60, 280 - 720, 400); SyscTime: 1449731645515
EventType: TYPE_VIEW_TEXT_CHANGED; EventTime: 95439942; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.EditText; Text: [130575500]; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: 13057550; FromIndex: 8; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: 1; RemovedCount: 0; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(60, 280 - 720, 400); SyscTime: 1449731645677
EventType: TYPE_VIEW_TEXT_SELECTION_CHANGED; EventTime: 95439944; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.EditText; Text: [130575500]; ContentDescription: null; ItemCount: 9; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: 9; ToIndex: 9; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(60, 280 - 720, 400); SyscTime: 1449731645684
EventType: TYPE_VIEW_TEXT_CHANGED; EventTime: 95440167; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.EditText; Text: [1305755006]; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: 130575500; FromIndex: 9; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: 1; RemovedCount: 0; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(60, 280 - 720, 400); SyscTime: 1449731645901
EventType: TYPE_VIEW_TEXT_SELECTION_CHANGED; EventTime: 95440168; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.EditText; Text: [1305755006]; ContentDescription: null; ItemCount: 10; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: 10; ToIndex: 10; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(60, 280 - 720, 400); SyscTime: 1449731645910
EventType: TYPE_VIEW_TEXT_CHANGED; EventTime: 95440358; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.EditText; Text: [13057550062]; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: 1305755006; FromIndex: 10; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: 1; RemovedCount: 0; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(60, 280 - 720, 400); SyscTime: 1449731646094
EventType: TYPE_WINDOW_CONTENT_CHANGED; EventTime: 95440359; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.Button; Text: []; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: -1; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(720, 267 - 1020, 411); SyscTime: 1449731646103
EventType: TYPE_VIEW_TEXT_SELECTION_CHANGED; EventTime: 95440360; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.EditText; Text: [13057550062]; ContentDescription: null; ItemCount: 11; CurrentItemIndex: -1; IsEnabled: true; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: 11; ToIndex: 11; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(60, 280 - 720, 400); SyscTime: 1449731646111
EventType: TYPE_VIEW_CLICKED; EventTime: 95441132; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.Button; Text: [发送验证码]; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: false; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: -1; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(720, 267 - 1020, 411); SyscTime: 1449731646894
EventType: TYPE_WINDOW_CONTENT_CHANGED; EventTime: 95441227; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.Button; Text: []; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: false; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: -1; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(720, 267 - 1020, 411); SyscTime: 1449731646970
EventType: TYPE_NOTIFICATION_STATE_CHANGED; EventTime: 95441277; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.Toast$TN; Text: [短信验证码发送成功，请耐心等待]; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: false; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: -1; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; SyscTime: 1449731647011
EventType: TYPE_WINDOW_CONTENT_CHANGED; EventTime: 95442139; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.Button; Text: []; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: false; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: -1; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(720, 267 - 1020, 411); SyscTime: 1449731647877
EventType: TYPE_WINDOW_CONTENT_CHANGED; EventTime: 95443143; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.Button; Text: []; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: false; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: -1; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(720, 267 - 1020, 411); SyscTime: 1449731648880
EventType: TYPE_WINDOW_CONTENT_CHANGED; EventTime: 95444145; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.Button; Text: []; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: false; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: -1; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(720, 267 - 1020, 411); SyscTime: 1449731649881
EventType: TYPE_WINDOW_CONTENT_CHANGED; EventTime: 95445147; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.Button; Text: []; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: false; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: -1; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(720, 267 - 1020, 411); SyscTime: 1449731650882
EventType: TYPE_WINDOW_CONTENT_CHANGED; EventTime: 95446149; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.Button; Text: []; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: false; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: -1; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(720, 267 - 1020, 411); SyscTime: 1449731651884
EventType: TYPE_WINDOW_CONTENT_CHANGED; EventTime: 95447153; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.Button; Text: []; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: false; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: -1; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(720, 267 - 1020, 411); SyscTime: 1449731652888
EventType: TYPE_WINDOW_CONTENT_CHANGED; EventTime: 95448155; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.Button; Text: []; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: false; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: -1; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(720, 267 - 1020, 411); SyscTime: 1449731653889
EventType: TYPE_WINDOW_CONTENT_CHANGED; EventTime: 95449159; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.Button; Text: []; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: false; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: -1; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(720, 267 - 1020, 411); SyscTime: 1449731654894
EventType: TYPE_WINDOW_CONTENT_CHANGED; EventTime: 95450161; PackageName: com.xdf.ucan; MovementGranularity: 0; Action: 0 [ ClassName: android.widget.Button; Text: []; ContentDescription: null; ItemCount: -1; CurrentItemIndex: -1; IsEnabled: false; IsPassword: false; IsChecked: false; IsFullScreen: false; Scrollable: false; BeforeText: null; FromIndex: -1; ToIndex: -1; ScrollX: -1; ScrollY: -1; MaxScrollX: -1; MaxScrollY: -1; AddedCount: -1; RemovedCount: -1; ParcelableData: null ]; recordCount: 0; OutBounds: Rect(720, 267 - 1020, 411); SyscTime: 1449731655897
